city,country,Rent_Studio_Center,Transport_Monthly_Pass,Internet_60Mbps,Meal_Inexpensive,Meal_Restaurant_3Course,Transport_OneWay,Taxi_Start,Beer_Domestic,Cappuccino,Cinema,Avg_Monthly_Net_Salary,University,Program,Level,Duration_Years,Tuition_USD,Living_Cost_Index,Rent_USD,Visa_Fee_USD,Insurance_USD,Exchange_Rate,Cost_of_Living_Index,Purchasing_Power_Index,Student_Score,Tourist_Score,City_Is_Unique,Rent_to_Income_Ratio,Daily_Survival_Budget
utrecht,netherlands,1356.4,94.84,45.04,17.91,63.22,2.79,2.57,5.27,3.52,8.64,3299.56,Utrecht University,Game Technology,Master,2.0,15200.0,70.2,1000.0,180.0,720.0,0.92,76.3,103.12,66.26,57.69,True,41.11,27.01
utrecht,netherlands,1356.4,94.84,45.04,17.91,63.22,2.79,2.57,5.27,3.52,8.64,3299.56,Utrecht University,Data Science,Bachelor,3.0,13900.0,75.4,1100.0,171.0,720.0,0.92,76.3,103.12,67.21,57.69,False,41.11,27.01
noumea,new caledonia,809.45,72.14,59.61,17.66,79.47,2.43,1.09,7.51,4.99,16.38,2501.94,No University Listed,,,,,,,,,,,,75.9,49.85,True,32.35,27.51
auckland,new zealand,1368.93,137.9,54.87,16.03,76.97,2.61,1.92,6.73,3.57,22.45,3978.79,University of Auckland,Marine Biology,Bachelor,3.0,28500.0,69.8,1200.0,245.0,600.0,1.64,76.63,103.52,49.2,48.92,True,34.41,24.82
auckland,new zealand,1368.93,137.9,54.87,16.03,76.97,2.61,1.92,6.73,3.57,22.45,3978.79,University of Auckland,Computer Science,Master,2.0,32000.0,79.5,1200.0,330.0,600.0,1.65,76.63,103.52,46.66,48.92,False,34.41,24.82
auckland,new zealand,1368.93,137.9,54.87,16.03,76.97,2.61,1.92,6.73,3.57,22.45,3978.79,AUT University,Data Analytics,Master,2.0,29500.0,79.5,1150.0,330.0,600.0,1.65,76.63,103.52,48.48,48.92,False,34.41,24.82
christchurch,new zealand,1002.99,73.9,49.09,14.11,64.14,1.8,1.99,5.77,3.46,23.67,3327.32,University of Canterbury,Mechanical Engineering,PhD,4.0,31000.0,72.4,950.0,330.0,600.0,1.65,70.23,111.52,60.1,53.36,True,30.14,21.17
christchurch,new zealand,1002.99,73.9,49.09,14.11,64.14,1.8,1.99,5.77,3.46,23.67,3327.32,Lincoln University,Environmental Computing,PhD,4.0,28000.0,72.4,900.0,330.0,600.0,1.65,70.23,111.52,62.28,53.36,False,30.14,21.17
dunedin,new zealand,630.18,28.86,50.83,20.85,75.0,1.8,2.18,6.09,3.12,25.5,4927.66,University of Otago,Information Systems,Master,2.0,29000.0,70.2,900.0,330.0,600.0,1.65,70.16,112.89,71.08,51.05,True,12.79,27.57
palmerston north,new zealand,513.12,24.69,58.64,11.55,51.31,1.92,2.05,3.85,3.14,21.17,2725.95,Massey University,Computer Engineering,Bachelor,3.0,27500.0,67.5,800.0,330.0,600.0,1.65,,,73.47,59.31,True,18.82,18.53
tauranga,new zealand,1049.76,57.73,58.37,19.88,83.38,1.74,1.44,5.77,3.03,22.77,2597.67,No University Listed,,,,,,,,,,,,77.76,54.8,True,40.41,26.39
wellington,new zealand,1415.61,96.21,53.65,12.83,64.14,2.36,1.86,6.41,3.34,24.37,3549.49,Victoria University,Data Analytics,Master,2.0,30000.0,75.6,1100.0,330.0,600.0,1.65,71.52,116.39,54.96,51.33,True,39.88,20.89
whangarei,new zealand,641.4,,55.16,16.03,70.55,1.28,1.51,5.77,3.37,21.13,2745.19,No University Listed,,,,,,,,,,,,91.11,57.21,True,23.36,21.96
managua,nicaragua,235.71,10.0,58.25,5.0,30.0,0.1,1.06,1.9,1.9,3.35,358.51,No University Listed,,,,,,,,,,,,96.07,85.93,True,65.75,7.1
abuja,nigeria,2273.9,33.77,55.44,3.38,39.4,0.79,0.68,1.13,2.15,1.13,235.83,No University Listed,,,,,,,,,,,,74.63,85.74,True,964.21,7.11
lagos,nigeria,1406.6,33.77,52.83,3.71,45.03,0.9,2.25,1.13,3.4,1.13,214.64,University of Lagos,Computer Engineering,Bachelor,4.0,2500.0,40.2,400.0,180.0,300.0,860.2,33.33,19.41,85.63,76.16,True,655.33,8.91
bitola,north macedonia,171.67,10.19,11.16,3.06,15.28,0.51,0.51,1.61,1.27,2.55,411.74,No University Listed,,,,,,,,,,,,96.5,90.94,True,41.69,5.35
prilep,north macedonia,157.58,13.58,14.6,4.24,13.75,0.34,0.34,1.36,1.15,2.46,274.87,No University Listed,,,,,,,,,,,,95.74,92.86,True,57.33,6.07
skopje,north macedonia,170.73,25.47,19.15,5.94,25.47,0.68,0.59,2.04,1.6,2.63,480.82,No University Listed,,,,,,,,,,,,91.69,87.44,True,35.51,8.9
tetovo,north macedonia,169.79,17.83,20.09,3.4,16.98,0.76,0.85,1.27,0.96,2.55,479.66,No University Listed,,,,,,,,,,,,94.57,90.36,True,35.4,5.88
bergen,norway,1083.16,77.58,50.09,19.01,87.34,4.11,0.92,10.28,4.69,15.0,3218.31,University of Bergen,Artificial Intelligence,Master,2.0,0.0,74.3,1200.0,275.0,700.0,10.45,102.87,108.19,81.63,42.69,True,33.66,31.92
haugesund,norway,1081.02,51.38,59.71,15.41,82.2,1.54,2.06,8.79,4.42,14.36,3383.13,No University Listed,,,,,,,,,,,,81.87,49.85,True,31.95,22.91
kristiansand,norway,907.63,79.12,50.52,15.41,82.2,3.44,1.75,9.25,4.01,14.33,3623.35,University of Agder,Renewable Energy,PhD,4.0,0.0,67.8,850.0,275.0,700.0,10.45,,,82.25,46.25,True,25.05,26.3
oslo,norway,1436.01,83.64,50.07,20.55,112.0,4.01,1.64,10.12,4.65,14.9,3645.72,University of Oslo,Environmental Science,Bachelor,3.0,0.0,75.6,1400.0,135.0,450.0,10.45,107.14,104.3,78.83,38.22,True,39.39,33.22
oslo,norway,1436.01,83.64,50.07,20.55,112.0,4.01,1.64,10.12,4.65,14.9,3645.72,University of Oslo,Computer Science,Master,2.0,0.0,83.2,1400.0,275.0,700.0,10.45,107.14,104.3,78.83,38.22,False,39.39,33.22
stavanger,norway,1053.2,61.65,72.67,20.04,92.48,4.16,1.7,10.79,4.82,14.9,3336.77,University of Stavanger,Petroleum Engineering,Master,2.0,0.0,72.4,1100.0,275.0,700.0,10.45,111.0,112.62,84.49,38.45,True,31.56,33.18
tromso,norway,1078.88,51.38,55.85,18.5,113.03,3.7,1.08,10.28,4.12,14.39,3600.99,No University Listed,,,,,,,,,,,,79.16,42.32,True,29.96,30.02
trondheim,norway,1117.61,88.37,56.16,21.58,92.48,4.32,1.21,9.25,4.5,13.67,4048.15,NTNU,Robotics,Master,2.0,0.0,75.6,1100.0,275.0,700.0,10.45,99.73,113.08,79.63,43.33,True,27.61,34.72
muscat,oman,651.71,51.95,77.24,5.19,38.96,1.3,0.78,10.39,4.88,6.23,1907.43,No University Listed,,,,,,,,,,51.04,94.38,82.24,60.43,True,34.17,12.67
faisalabad,pakistan,83.45,8.94,16.76,1.23,6.71,0.22,0.18,2.24,0.7,0.89,188.39,No University Listed,,,,,,,,,,,,97.49,95.45,True,44.3,2.37
hyderabad city,pakistan,70.03,2.68,15.65,1.23,15.65,0.18,0.18,1.9,0.97,1.12,161.67,No University Listed,,,,,,,,,,,,99.18,94.09,True,43.32,2.56
islamabad,pakistan,168.66,5.36,20.25,1.34,15.65,0.2,0.18,2.24,1.38,1.12,164.01,No University Listed,,,,,,,,,,25.86,50.11,97.75,92.37,True,102.84,3.12
karachi,pakistan,113.5,11.18,20.72,1.34,11.18,0.22,0.16,2.12,1.41,1.34,166.86,No University Listed,,,,,,,,,,23.9,36.66,96.69,92.85,True,68.02,3.19
lahore,pakistan,112.52,6.71,23.83,1.56,17.88,0.18,0.22,3.13,1.81,1.12,164.01,No University Listed,,,,,,,,,,25.83,39.75,97.83,89.54,True,68.61,3.73
multan,pakistan,54.05,4.47,12.85,1.34,8.49,0.12,0.09,1.34,1.09,0.8,125.87,No University Listed,,,,,,,,,,,,98.85,95.97,True,42.94,2.67
peshawar,pakistan,52.15,7.82,21.61,1.34,10.06,0.22,0.22,1.56,0.91,0.89,143.69,No University Listed,,,,,,,,,,,,98.01,95.27,True,36.29,2.69
rawalpindi,pakistan,94.12,7.38,16.96,1.23,8.94,0.13,0.67,2.24,1.69,0.89,169.23,No University Listed,,,,,,,,,,,,97.8,91.0,True,55.62,3.18
sialkot city,pakistan,67.05,4.92,32.04,1.68,10.06,0.13,0.13,0.61,1.34,1.07,128.52,No University Listed,,,,,,,,,,,,98.63,95.78,True,52.17,3.28
panama city,panama,908.95,27.5,46.98,8.0,52.5,0.35,1.75,2.5,3.34,5.8,804.44,Universidad Tecnologica,Artificial Intelligence,Master,2.0,7500.0,51.2,600.0,100.0,400.0,1.0,54.91,43.49,85.56,74.09,True,112.99,12.04
port moresby,papua new guinea,2162.16,38.34,379.33,9.84,48.61,0.57,1.71,3.13,3.33,7.11,401.85,No University Listed,,,,,,,,,,,,74.31,72.5,True,538.05,14.31
asuncion,paraguay,360.84,23.28,24.37,4.16,22.17,0.5,1.39,1.39,2.14,1.49,354.73,No University Listed,,,,,,,,,,33.49,37.3,91.74,85.73,True,101.72,7.3
arequipa,peru,234.96,13.62,41.42,2.87,11.75,0.26,1.57,2.02,2.15,3.92,379.47,Universidad San Agustin,Software Engineering,Bachelor,4.0,7000.0,41.2,300.0,120.0,350.0,3.75,,,91.67,84.77,True,61.92,5.54
cusco,peru,358.96,15.66,35.68,1.96,26.11,0.26,1.17,2.09,1.57,4.57,435.1,Universidad San Antonio Abad,Data Analytics,Master,2.0,6800.0,39.8,260.0,120.0,350.0,3.75,,,90.85,85.62,True,82.5,4.05
lima,peru,511.24,15.66,30.91,3.92,22.19,0.52,1.44,2.09,2.66,5.22,489.76,PUCP,Data Analytics,Master,2.0,8500.0,44.8,400.0,120.0,350.0,3.75,41.47,39.34,88.84,80.98,True,104.39,7.62
angeles city,philippines,275.11,18.47,38.57,2.69,31.4,0.2,0.24,1.53,2.37,2.42,306.28,No University Listed,,,,,,,,,,,,93.61,87.75,True,89.82,5.46
baguio city,philippines,302.02,17.94,37.68,3.59,13.01,0.19,0.26,3.59,1.79,2.69,284.08,No University Listed,,,,,,,,,,,,93.54,88.51,True,106.32,5.76
cebu city,philippines,512.63,8.03,43.42,2.69,25.08,0.18,0.25,1.44,2.47,2.15,255.18,No University Listed,,,,,,,,,,,,94.48,88.49,True,200.89,5.52
davao,philippines,227.27,,39.24,3.59,26.91,0.22,0.24,0.9,2.42,2.69,280.66,No University Listed,,,,,,,,,,33.57,26.4,97.36,88.8,True,80.98,6.45
makati city,philippines,592.09,11.23,36.75,3.59,35.88,0.36,0.4,1.7,2.33,2.51,440.08,No University Listed,,,,,,,,,,,,93.06,86.12,True,134.54,6.64
manila,philippines,541.63,12.04,37.97,3.59,28.71,0.54,0.24,1.26,2.97,2.69,429.13,No University Listed,,,,,,,,,,37.95,40.04,93.24,85.62,True,126.22,7.64
quezon city,philippines,320.29,9.87,39.24,3.59,19.74,0.45,0.24,1.35,2.72,2.47,316.53,No University Listed,,,,,,,,,,31.66,27.91,95.46,87.62,True,101.19,7.21
bialystok,poland,403.42,22.54,11.37,5.63,30.43,0.68,0.53,2.7,2.44,4.17,844.2,No University Listed,,,,,,,,,,,,91.6,82.85,True,47.79,9.43
bydgoszcz,poland,467.15,25.92,14.2,7.89,40.57,0.86,0.65,3.16,2.7,4.51,829.38,No University Listed,,,,,,,,,,38.54,66.32,90.26,79.22,True,56.33,12.31
gdansk,poland,627.81,23.55,12.34,6.76,33.81,1.04,0.65,2.7,2.51,4.11,1136.51,Gdansk University of Technology,Cybersecurity,Master,2.0,2500.0,49.8,520.0,80.0,400.0,4.1,42.82,76.2,91.28,80.93,True,55.24,11.35
gdynia,poland,563.44,22.54,11.93,6.31,45.07,0.97,0.56,2.7,2.56,4.11,955.03,No University Listed,,,,,,,,,,41.22,70.1,90.4,79.96,True,59.0,10.81
gliwice,poland,465.77,22.31,11.83,5.63,31.55,0.9,0.56,2.25,2.54,4.06,969.11,No University Listed,,,,,,,,,,,,91.19,82.42,True,48.06,9.97
katowice,poland,441.08,34.82,14.34,6.76,33.81,0.81,0.56,2.25,2.37,3.83,1042.36,University of Silesia,Computer Engineering,Bachelor,3.0,2300.0,47.8,480.0,80.0,400.0,4.1,37.48,77.78,90.45,83.03,True,42.32,10.75
lodz,poland,453.3,28.4,13.25,5.63,33.81,0.9,0.54,2.25,2.64,4.06,918.92,Lodz University of Technology,Software Engineering,Master,2.0,2400.0,48.5,500.0,80.0,400.0,4.1,37.13,71.81,91.41,81.94,True,49.33,10.07
lublin,poland,452.1,26.82,13.04,6.31,27.04,0.9,0.45,1.8,1.95,3.83,864.03,No University Listed,,,,,,,,,,36.12,59.11,90.15,85.77,True,52.32,10.06
olsztyn,poland,450.75,18.03,11.49,5.63,33.81,0.86,0.45,1.58,1.92,4.06,796.32,No University Listed,,,,,,,,,,,,92.4,85.36,True,56.6,9.27
poznan,poland,518.9,27.04,14.26,6.76,33.81,1.13,0.63,2.25,2.59,4.06,970.75,Adam Mickiewicz University,Computer Science,PhD,4.0,2700.0,51.2,580.0,80.0,400.0,4.1,38.99,77.35,91.09,81.17,True,53.45,11.61
rzeszow,poland,360.6,22.54,13.52,6.76,31.55,0.9,0.54,2.7,2.11,4.06,859.72,No University Listed,,,,,,,,,,,,91.93,83.11,True,41.94,10.67
szczecin,poland,507.46,22.54,13.2,7.32,32.68,0.45,0.56,1.46,2.59,4.23,962.55,No University Listed,,,,,,,,,,37.35,61.98,90.82,84.38,True,52.72,10.81
torun,poland,345.57,18.93,11.27,6.65,33.81,0.77,0.62,2.25,2.63,4.39,879.19,No University Listed,,,,,,,,,,,,92.96,81.88,True,39.31,10.82
warsaw,poland,466.46,24.79,13.45,7.89,45.07,0.99,0.68,3.16,2.97,4.06,1286.21,University of Warsaw,Computer Science,Master,2.0,3800.0,51.2,650.0,80.0,350.0,4.02,42.32,76.34,89.3,77.72,True,36.27,12.84
warsaw,poland,466.46,24.79,13.45,7.89,45.07,0.99,0.68,3.16,2.97,4.06,1286.21,University of Warsaw,Data Science,PhD,4.0,3000.0,54.8,650.0,80.0,400.0,4.1,42.32,76.34,89.88,77.72,False,36.27,12.84
wroclaw,poland,610.63,24.79,13.22,7.89,33.81,1.01,0.68,2.82,2.64,4.06,1030.25,Wroclaw University of Technology,Artificial Intelligence,Master,2.0,2600.0,50.5,550.0,80.0,400.0,4.1,40.0,76.7,91.09,80.4,True,59.27,12.55
aveiro,portugal,581.59,31.61,34.38,7.38,31.61,2.11,0.99,2.11,1.4,5.37,1080.09,University of Aveiro,Robotics,PhD,4.0,6800.0,56.7,500.0,75.0,400.0,0.92,,,87.02,80.57,True,53.85,13.0
braga,portugal,623.47,27.4,33.25,8.43,31.61,1.63,0.5,1.79,1.66,5.27,1024.67,University of Minho,Computer Science,Master,2.0,6200.0,57.8,550.0,75.0,400.0,0.92,48.55,64.3,87.96,83.17,True,60.85,13.35
cascais,portugal,1113.96,42.15,37.7,10.54,52.69,1.84,0.84,2.11,1.98,5.37,1138.04,No University Listed,,,,,,,,,,,,81.25,77.66,True,97.88,16.2
coimbra,portugal,556.98,31.61,36.56,8.43,36.88,1.69,0.99,1.58,1.33,5.37,895.68,University of Coimbra,Data Science,Bachelor,3.0,6000.0,58.9,600.0,75.0,400.0,0.92,51.07,72.57,87.72,82.05,True,62.19,13.14
faro,portugal,790.31,42.15,45.05,10.54,42.15,2.48,,2.63,1.81,5.32,1138.4,University of Algarve,Information Systems,Master,2.0,5900.0,55.4,480.0,75.0,400.0,0.92,,,84.83,75.18,True,69.42,17.31
funchal,portugal,851.78,36.88,33.72,8.43,36.88,2.05,0.86,2.9,1.38,5.16,1090.63,University of Madeira,Computing,Bachelor,3.0,5500.0,53.2,400.0,75.0,400.0,0.92,50.9,54.47,85.71,79.61,True,78.1,13.91
lagos,portugal,882.51,42.15,42.15,8.43,63.22,1.69,0.98,2.63,1.8,5.69,923.29,No University Listed,,,,,,,,,,,,82.99,76.03,True,95.58,13.61
leiria,portugal,790.31,13.2,33.02,9.48,31.61,1.58,0.5,2.0,1.59,5.06,1080.09,No University Listed,,,,,,,,,,,,91.07,83.34,True,73.17,14.23
lisbon,portugal,790.31,42.15,35.58,12.64,52.69,1.95,0.53,2.63,1.97,5.58,1125.31,University of Lisbon,Architecture,Bachelor,3.0,3500.0,58.4,800.0,120.0,450.0,0.92,54.16,55.01,84.3,77.53,True,70.23,18.51
lisbon,portugal,790.31,42.15,35.58,12.64,52.69,1.95,0.53,2.63,1.97,5.58,1125.31,University of Lisbon,Computer Engineering,Master,2.0,7000.0,65.8,800.0,75.0,400.0,0.92,54.16,55.01,81.76,77.53,False,70.23,18.51
oeiras,portugal,882.51,42.15,39.5,9.48,37.93,2.5,0.99,2.53,1.76,5.48,1080.09,No University Listed,,,,,,,,,,,,82.99,77.09,True,81.71,16.24
portimao,portugal,640.15,21.07,25.03,8.43,44.78,1.58,0.53,1.58,1.69,5.06,1080.09,No University Listed,,,,,,,,,,,,90.19,82.01,True,59.27,13.28
porto,portugal,804.41,42.15,35.72,9.48,42.15,1.58,0.74,2.11,1.8,5.53,1035.69,University of Porto,Software Engineering,Master,2.0,6500.0,62.4,700.0,75.0,400.0,0.92,50.43,59.38,84.32,80.33,True,77.67,14.44
setubal,portugal,711.28,42.15,35.83,10.54,52.69,1.9,0.5,2.11,1.3,5.8,1049.88,No University Listed,,,,,,,,,,,,84.28,80.32,True,67.75,15.64
vila nova de gaia,portugal,702.5,42.15,44.49,8.43,29.5,1.58,1.05,2.32,1.35,5.44,1066.92,No University Listed,,,,,,,,,,,,84.35,81.88,True,65.84,12.94
doha,qatar,1835.36,41.2,90.49,8.24,54.93,0.55,0.55,12.36,5.44,6.59,3342.4,No University Listed,,,,,,,,,,62.81,139.76,76.04,56.77,True,54.91,14.78
arad,romania,237.83,19.27,8.03,5.46,25.69,0.64,0.64,1.71,1.68,5.03,721.37,No University Listed,,,,,,,,,,35.84,61.04,93.69,86.28,True,32.97,8.42
bacau,romania,273.82,13.38,9.37,8.56,38.53,0.51,0.54,1.28,1.57,4.71,677.56,No University Listed,,,,,,,,,,,,94.92,86.56,True,40.41,11.15
brasov,romania,386.5,18.2,9.47,7.49,33.18,0.54,0.48,1.71,2.26,4.76,707.23,Transilvania University,Computer Engineering,Bachelor,4.0,2000.0,40.5,330.0,120.0,350.0,4.65,37.13,60.25,93.77,84.65,True,54.65,10.83
bucharest,romania,470.22,17.13,8.37,7.38,42.82,0.64,0.58,2.14,2.61,5.14,677.56,University Politehnica,Computer Engineering,Bachelor,3.0,2500.0,45.2,450.0,120.0,350.0,4.65,40.39,58.57,93.17,81.12,True,69.4,11.27
cluj-napoca,romania,462.66,19.8,8.4,7.28,38.53,0.64,0.64,2.14,2.17,4.92,677.56,Babes-Bolyai University,Data Science,Master,2.0,2200.0,43.8,400.0,120.0,350.0,4.65,38.13,56.94,92.97,82.83,True,68.28,10.73
constanta,romania,413.69,21.41,9.31,7.71,40.14,0.54,0.63,1.71,2.07,5.03,641.06,Ovidius University,Data Analytics,Master,2.0,1900.0,39.8,320.0,120.0,350.0,4.65,38.89,53.5,93.16,83.78,True,64.53,10.86
craiova,romania,269.17,21.41,8.86,5.35,35.32,0.54,0.64,1.61,1.58,4.66,643.36,University of Craiova,Software Development,PhD,4.0,2200.0,38.9,300.0,120.0,350.0,4.65,31.78,59.11,93.67,86.07,True,41.84,8.01
galati,romania,237.71,11.77,7.73,7.38,32.11,0.43,0.6,1.28,1.78,4.5,653.08,No University Listed,,,,,,,,,,,,95.6,86.83,True,36.4,10.02
iasi,romania,374.71,21.41,7.61,7.06,32.11,0.64,0.64,1.71,2.0,4.82,687.3,Alexandru Ioan Cuza University,Information Systems,Master,2.0,2100.0,41.8,350.0,120.0,350.0,4.65,36.54,53.7,93.21,84.72,True,54.52,10.34
oradea,romania,293.62,17.13,8.11,7.49,42.82,0.64,0.6,2.14,1.93,4.92,532.26,No University Listed,,,,,,,,,,34.35,51.3,93.81,83.16,True,55.16,10.7
pitesti,romania,292.58,14.99,12.13,8.56,26.76,0.43,0.43,1.39,1.78,4.71,556.61,No University Listed,,,,,,,,,,,,94.37,87.72,True,52.56,11.2
ploiesti,romania,341.06,25.69,10.03,7.49,32.11,0.54,0.54,1.5,2.01,4.71,708.14,No University Listed,,,,,,,,,,,,91.27,85.63,True,48.16,10.58
sibiu,romania,288.71,12.84,8.35,6.42,32.11,0.54,0.66,1.5,1.78,4.6,629.16,No University Listed,,,,,,,,,,35.63,56.52,94.94,85.98,True,45.89,9.28
suceava,romania,261.06,17.13,9.41,5.57,25.69,0.54,0.54,1.5,1.33,4.5,667.83,No University Listed,,,,,,,,,,,,94.06,88.47,True,39.09,7.98
targu-mures,romania,344.98,18.2,8.87,6.42,25.69,0.43,0.64,1.39,1.75,4.71,713.61,No University Listed,,,,,,,,,,,,93.15,87.27,True,48.34,9.03
timisoara,romania,392.18,21.41,8.88,6.42,34.25,0.86,0.64,1.93,2.04,4.92,799.6,Politehnica University,Software Engineering,PhD,4.0,2400.0,42.5,380.0,120.0,350.0,4.65,38.19,55.46,92.91,83.4,True,49.05,10.18
chelyabinsk,russia,296.0,27.49,8.31,12.8,32.0,0.45,0.14,2.4,1.92,2.72,483.0,No University Listed,,,,,,,,,,37.29,45.0,91.15,87.26,True,61.28,15.62
irkutsk,russia,436.0,19.2,9.56,8.4,40.0,0.4,0.32,2.56,2.96,3.2,570.0,No University Listed,,,,,,,,,,,,92.21,82.38,True,76.49,12.16
izhevsk,russia,288.0,20.8,7.25,8.0,44.0,0.43,0.28,1.6,2.58,3.12,562.29,No University Listed,,,,,,,,,,,,92.92,84.45,True,51.22,11.44
kalach-na-donu,russia,473.14,26.51,8.36,8.32,48.0,0.51,0.36,1.28,2.44,3.2,594.2,No University Listed,,,,,,,,,,,,90.07,84.33,True,79.63,11.78
kaliningrad,russia,394.37,24.0,8.24,10.0,35.2,0.48,0.48,1.6,2.35,3.16,591.67,No University Listed,,,,,,,,,,35.4,41.5,91.3,85.35,True,66.65,13.31
kazan,russia,516.67,24.0,6.82,7.98,40.0,0.56,0.19,4.0,2.29,2.88,645.0,Kazan Federal University,Artificial Intelligence,Bachelor,4.0,4500.0,52.3,380.0,160.0,400.0,95.5,33.67,51.62,90.31,82.48,True,80.1,11.39
khabarovsk,russia,500.0,56.0,9.78,16.0,48.0,0.64,0.96,2.16,2.8,3.68,648.0,No University Listed,,,,,,,,,,,,82.35,79.54,True,77.16,20.08
krasnodar,russia,385.45,22.4,9.39,15.04,52.0,0.56,0.37,1.92,2.27,2.96,632.0,No University Listed,,,,,,,,,,32.37,49.19,91.78,83.44,True,60.99,18.43
krasnoyarsk,russia,378.67,24.0,8.0,8.0,36.0,0.51,0.32,1.16,2.48,3.2,736.0,No University Listed,,,,,,,,,,,,91.42,85.9,True,51.45,11.5
moscow,russia,408.0,38.4,8.3,12.8,64.0,0.82,0.24,4.0,3.34,3.2,638.94,Moscow State University,Applied Mathematics,Master,2.0,3900.0,51.2,700.0,120.0,350.0,92.8,44.54,59.51,85.16,75.61,True,63.86,17.78
moscow,russia,408.0,38.4,8.3,12.8,64.0,0.82,0.24,4.0,3.34,3.2,638.94,Moscow State University,Computer Science,Bachelor,4.0,5500.0,62.3,600.0,160.0,400.0,95.5,44.54,59.51,83.99,75.61,False,63.86,17.78
nizhniy novgorod,russia,444.34,32.0,8.39,10.0,40.0,0.48,0.32,1.26,2.39,3.08,684.31,No University Listed,,,,,,,,,,,,88.89,85.7,True,64.93,13.35
novosibirsk,russia,457.6,39.2,9.47,9.6,48.0,0.43,0.32,2.4,2.63,2.92,654.1,Novosibirsk State University,Mathematics,Master,2.0,4800.0,55.4,400.0,160.0,400.0,95.5,33.65,49.09,87.81,82.71,True,69.96,13.09
omsk,russia,325.33,32.8,8.39,8.0,32.0,0.48,0.1,1.92,2.48,2.7,547.85,No University Listed,,,,,,,,,,,,89.58,86.35,True,59.38,11.44
perm,russia,336.0,15.84,10.12,10.4,40.0,0.53,0.16,2.4,2.28,2.8,651.11,No University Listed,,,,,,,,,,,,93.82,84.96,True,51.6,13.74
ryazan,russia,304.0,22.56,8.5,8.0,35.2,0.4,0.44,2.4,1.96,3.04,544.0,No University Listed,,,,,,,,,,,,92.35,85.78,True,55.88,10.76
samara,russia,354.42,31.76,7.85,9.6,48.0,0.56,0.48,2.56,2.43,3.2,642.46,Samara State University,Computer Science,Master,2.0,4400.0,50.5,370.0,160.0,400.0,95.5,35.96,42.96,89.88,82.06,True,55.17,13.15
saratov,russia,326.4,16.0,9.08,8.0,32.0,0.46,0.14,2.4,2.54,3.36,528.0,No University Listed,,,,,,,,,,,,93.85,85.07,True,61.82,11.46
sochi,russia,408.0,21.12,8.69,16.0,48.0,0.54,0.4,1.6,2.92,3.2,638.94,No University Listed,,,,,,,,,,,,89.34,82.28,True,63.86,20.0
tomsk,russia,416.0,29.6,7.33,8.0,24.0,0.38,0.32,1.48,2.4,2.96,635.43,Tomsk State University,Software Engineering,Master,2.0,4600.0,51.2,350.0,160.0,400.0,95.5,,,89.79,87.55,True,65.47,11.16
tula,russia,346.67,48.0,9.26,12.8,48.0,0.48,0.46,1.87,2.72,2.68,620.08,No University Listed,,,,,,,,,,,,85.54,82.74,True,55.91,16.48
tyumen,russia,427.2,27.84,8.8,9.6,36.8,0.45,0.23,2.16,2.51,2.88,765.6,No University Listed,,,,,,,,,,,,90.07,84.94,True,55.8,13.01
ufa,russia,428.95,16.13,7.72,8.0,38.4,0.48,0.28,2.88,2.15,3.2,630.27,No University Listed,,,,,,,,,,,,93.05,84.39,True,68.06,11.11
vladivostok,russia,408.0,16.0,11.14,8.0,48.0,0.56,0.29,2.48,2.63,3.08,776.0,No University Listed,,,,,,,,,,,,90.88,82.26,True,52.58,11.75
volgograd,russia,304.0,19.2,9.09,7.2,28.8,0.48,0.18,2.4,2.4,2.4,488.0,No University Listed,,,,,,,,,,,,93.21,86.19,True,62.3,10.56
voronezh,russia,306.37,24.0,6.92,11.2,48.0,0.37,0.19,1.76,2.5,3.07,666.28,No University Listed,,,,,,,,,,31.74,50.01,91.97,84.48,True,45.98,14.44
yaroslavl,russia,400.0,16.0,6.77,12.8,40.0,0.45,0.29,2.8,2.13,2.6,533.33,No University Listed,,,,,,,,,,,,93.3,84.75,True,75.0,15.83
yekaterinburg,russia,458.67,32.8,9.26,9.6,38.4,0.51,0.32,1.28,2.76,3.2,638.94,Ural Federal University,Data Analytics,PhD,4.0,4700.0,53.4,400.0,160.0,400.0,95.5,36.41,53.01,88.96,84.64,True,71.79,13.38
kigali,rwanda,435.74,12.2,31.79,2.58,37.54,0.33,1.17,0.94,2.45,1.64,414.52,No University Listed,,,,,,,,,,,,94.0,84.75,True,105.12,5.69
ad dammam,saudi arabia,433.26,0.0,66.75,6.65,47.22,0.8,2.66,1.33,3.64,7.98,1824.93,No University Listed,,,,,,,,,,48.43,133.28,97.12,70.15,True,23.74,11.89
jeddah,saudi arabia,499.97,15.96,70.14,6.65,53.21,0.92,1.33,1.4,3.82,7.45,1689.77,King Abdulaziz University,Data Engineering,Master,2.0,4800.0,70.2,750.0,200.0,800.0,3.75,,,91.54,73.03,True,29.59,12.31
mecca,saudi arabia,305.94,26.6,79.81,6.65,53.21,1.06,0.73,1.6,3.77,7.45,2634.52,No University Listed,,,,,,,,,,,,91.31,74.42,True,11.61,12.54
medina,saudi arabia,351.89,93.11,94.78,6.65,31.92,0.8,1.86,1.33,3.72,9.31,1463.2,Islamic University,Software Development,Bachelor,4.0,4200.0,65.4,650.0,200.0,800.0,3.75,,,79.62,73.5,True,24.05,11.97
