city,country,Rent_Studio_Center,Transport_Monthly_Pass,Internet_60Mbps,Meal_Inexpensive,Meal_Restaurant_3Course,Transport_OneWay,Taxi_Start,Beer_Domestic,Cappuccino,Cinema,Avg_Monthly_Net_Salary,University,Program,Level,Duration_Years,Tuition_USD,Living_Cost_Index,Rent_USD,Visa_Fee_USD,Insurance_USD,Exchange_Rate,Cost_of_Living_Index,Purchasing_Power_Index,Student_Score,Tourist_Score,City_Is_Unique,Rent_to_Income_Ratio,Daily_Survival_Budget
beijing,china,1199.13,42.71,20.83,4.27,31.32,0.71,0.43,1.42,4.62,4.27,1562.35,Tsinghua University,Computer Science,Master,3.0,8900.0,51.2,800.0,140.0,400.0,7.15,43.88,79.45,80.5,78.36,False,76.75,10.31
beijing,china,1199.13,42.71,20.83,4.27,31.32,0.71,0.43,1.42,4.62,4.27,1562.35,Peking University,Data Science,Master,3.0,8500.0,51.2,750.0,140.0,400.0,7.15,43.88,79.45,80.79,78.36,False,76.75,10.31
chengdu,china,438.93,26.61,10.57,2.85,24.77,0.43,0.28,1.14,3.75,2.99,802.58,Sichuan University,Computer Engineering,Master,3.0,6100.0,39.8,400.0,140.0,400.0,7.15,36.16,82.62,89.09,83.98,True,54.69,7.46
chongqing,china,273.32,56.94,10.91,2.85,17.08,0.43,0.36,0.85,3.75,3.56,747.36,No University Listed,,,,,,,,,,,,83.82,84.7,True,36.57,7.46
fuzhou,china,370.12,42.71,9.15,2.99,17.79,0.14,0.36,0.85,3.8,2.85,781.77,No University Listed,,,,,,,,,,,,86.72,85.65,True,47.34,7.07
guangzhou,china,533.28,28.47,16.66,4.13,28.47,0.36,0.37,0.85,3.54,3.7,1211.68,Sun Yat-sen University,Computer Science,Master,3.0,6900.0,43.8,480.0,140.0,400.0,7.15,40.29,82.93,87.72,84.08,True,44.01,8.39
hangzhou,china,523.15,15.66,8.26,4.27,32.03,0.43,0.43,0.85,3.77,3.56,1079.52,Zhejiang University,Computer Engineering,Master,3.0,7500.0,45.3,550.0,140.0,400.0,7.15,,,89.51,82.7,True,48.46,8.9
nanjing,china,506.84,15.47,6.69,3.13,21.35,0.57,0.43,0.9,3.29,3.56,1146.18,Nanjing University,Information Technology,Master,3.0,7200.0,44.1,500.0,140.0,400.0,7.15,,,89.84,84.88,True,44.22,7.56
ningbo,china,419.95,14.24,8.86,4.63,23.49,0.28,0.34,0.57,3.52,3.99,921.23,No University Listed,,,,,,,,,,,,93.6,85.26,True,45.59,8.71
qingdao,china,306.31,23.49,11.25,2.99,21.35,0.43,0.28,0.85,3.08,2.28,977.5,No University Listed,,,,,,,,,,,,92.1,87.12,True,31.34,6.93
shanghai,china,1091.93,28.47,17.07,5.69,39.86,0.57,0.43,1.14,3.98,3.56,1419.87,Fudan University,Software Engineering,Master,2.5,7800.0,48.9,700.0,140.0,400.0,7.15,50.41,72.16,84.26,80.4,True,76.9,10.81
shanghai,china,1091.93,28.47,17.07,5.69,39.86,0.57,0.43,1.14,3.98,3.56,1419.87,Shanghai Jiao Tong University,Artificial Intelligence,Master,2.5,8200.0,48.9,720.0,140.0,400.0,7.15,50.41,72.16,83.96,80.4,False,76.9,10.81
shenyang,china,284.71,11.39,15.66,2.85,21.35,0.28,0.28,0.64,2.99,3.56,836.83,No University Listed,,,,,,,,,,,,95.34,87.38,True,34.02,6.4
shenzhen,china,738.75,35.59,18.21,4.27,28.47,0.57,0.37,1.14,4.2,3.56,1572.22,SUSTech,Artificial Intelligence,Master,2.0,8200.0,58.4,800.0,140.0,400.0,7.18,42.21,86.03,84.53,81.26,True,46.99,9.61
suzhou,china,775.04,42.71,12.61,4.98,39.15,0.43,0.28,2.85,4.66,4.98,925.31,No University Listed,,,,,,,,,,37.95,94.0,83.66,76.19,True,83.76,10.5
tianjin,china,391.48,15.78,11.08,4.27,28.47,0.43,0.31,1.42,3.54,2.92,875.36,No University Listed,,,,,,,,,,,,93.42,83.72,True,44.72,8.67
wuhan,china,350.19,42.71,14.71,3.56,27.05,0.43,0.28,1.54,2.86,2.85,963.86,Wuhan University,Software Engineering,Master,3.0,6500.0,41.2,450.0,140.0,400.0,7.15,,,86.51,85.83,True,36.33,7.28
xi'an,china,284.71,17.08,13.52,2.85,17.08,0.28,0.36,0.71,3.42,2.85,1001.23,Xi'an Jiaotong University,Data Science,Master,3.0,6300.0,40.5,420.0,140.0,400.0,7.15,,,91.34,86.66,True,28.44,6.83
zhengzhou,china,266.92,6.26,9.68,2.14,17.08,0.14,0.34,0.78,3.27,2.85,586.03,No University Listed,,,,,,,,,,,,96.78,87.44,True,45.55,5.69
barranquilla,colombia,172.82,20.56,18.25,3.15,16.78,0.52,1.47,1.05,1.01,1.68,296.72,Universidad del Norte,Computer Engineering,Master,2.0,3800.0,35.4,280.0,80.0,300.0,3950.0,34.04,42.73,93.13,89.71,True,58.24,5.2
bogota,colombia,335.29,26.22,19.69,3.15,18.88,0.56,1.47,1.05,1.14,1.68,299.87,Universidad Nacional,Software Engineering,Master,2.0,3500.0,41.2,400.0,80.0,300.0,3950.0,35.05,37.44,91.57,88.98,True,111.81,5.41
bucaramanga,colombia,171.77,31.47,15.47,2.52,12.59,0.55,1.22,1.05,0.91,1.89,234.4,UIS,Data Science,PhD,4.0,3500.0,34.8,260.0,80.0,300.0,3950.0,,,91.5,91.08,True,73.28,4.53
cali,colombia,208.3,25.18,19.36,2.2,16.78,0.5,1.15,0.84,0.89,1.87,325.19,Universidad del Valle,Information Technology,Bachelor,4.0,3200.0,36.8,300.0,80.0,300.0,3950.0,30.48,39.31,92.61,91.31,True,64.05,4.09
cartagena,colombia,479.08,20.98,26.52,2.52,20.1,0.57,1.53,1.26,1.44,1.89,331.84,Universidad de Cartagena,Information Systems,Master,2.0,3300.0,35.2,290.0,80.0,300.0,3950.0,,,91.89,87.34,True,144.37,5.1
manizales,colombia,157.35,19.24,24.92,2.1,14.69,0.46,1.07,0.57,1.12,1.47,256.27,No University Listed,,,,,,,,,,,,94.3,91.84,True,61.4,4.14
medellin,colombia,297.13,31.47,22.22,3.36,18.88,0.53,1.47,1.05,1.11,1.68,342.66,Universidad de Antioquia,Computer Science,PhD,4.0,4000.0,38.5,350.0,80.0,300.0,3950.0,33.82,34.02,90.51,89.14,True,86.71,5.53
pereira,colombia,134.87,26.43,25.15,2.62,15.21,0.47,1.15,0.73,1.26,1.68,216.62,No University Listed,,,,,,,,,,,,92.64,90.76,True,62.26,4.82
alajuela,costa rica,384.35,71.86,46.23,5.85,33.42,1.0,1.13,2.34,3.01,3.84,877.32,No University Listed,,,,,,,,,,,,79.18,78.75,True,43.81,10.86
heredia,costa rica,374.8,29.06,51.67,6.68,38.43,0.84,1.02,1.99,2.26,3.96,747.04,No University Listed,,,,,,,,,,,,90.16,81.57,True,50.17,10.62
dubrovnik,croatia,507.55,48.86,24.38,9.77,69.14,1.88,0.7,3.91,2.03,4.75,896.42,University of Dubrovnik,Software Development,Master,2.0,3400.0,54.5,390.0,80.0,400.0,7.35,,,86.93,73.78,True,56.62,15.56
osijek,croatia,342.02,38.39,23.28,6.98,27.92,1.54,0.7,2.02,1.3,4.47,825.57,University of Osijek,Computer Science,Bachelor,3.0,3200.0,52.5,350.0,80.0,400.0,7.35,44.95,60.74,89.69,84.37,True,41.43,11.36
pula,croatia,387.39,32.11,37.04,8.03,31.41,1.33,0.84,3.14,1.54,4.61,991.15,No University Listed,,,,,,,,,,,,89.29,81.76,True,39.08,12.23
rijeka,croatia,404.84,41.88,19.89,10.12,34.9,1.68,0.7,2.65,1.56,4.89,888.39,University of Rijeka,Information Systems,Master,2.0,3500.0,54.8,380.0,80.0,400.0,7.35,52.96,54.56,88.56,81.32,True,45.57,15.04
split,croatia,495.27,40.48,25.6,9.07,41.88,1.54,1.12,2.79,1.89,4.75,957.56,University of Split,Data Engineering,Master,2.0,3800.0,56.4,400.0,80.0,400.0,7.35,53.62,51.11,88.13,78.48,True,51.72,14.04
zadar,croatia,446.27,41.88,28.85,8.38,69.8,1.68,1.12,2.79,1.71,4.75,784.54,University of Zadar,Information Technology,PhD,4.0,3600.0,53.2,370.0,80.0,400.0,7.35,,,88.28,75.4,True,56.88,13.45
zagreb,croatia,580.82,50.26,25.28,9.77,46.06,0.56,0.77,2.51,1.86,4.89,1140.62,University of Zagreb,Software Engineering,PhD,4.0,4000.0,58.9,450.0,80.0,400.0,7.35,52.2,66.88,85.89,82.17,True,50.92,12.75
havana,cuba,532.86,20.0,165.0,10.0,40.0,0.1,0.5,2.5,1.91,3.5,35.75,No University Listed,,,,,,,,,,49.52,2.24,91.28,85.6,True,1490.52,12.11
willemstad,curacao,512.92,51.57,58.96,22.18,83.18,1.3,3.33,2.43,3.3,8.32,914.93,No University Listed,,,,,,,,,,,,83.38,61.79,True,56.06,28.08
larnaca,cyprus,846.24,42.15,36.87,15.81,52.69,2.11,1.58,4.21,4.01,5.8,1298.02,American University Cyprus,Artificial Intelligence,PhD,4.0,8200.0,61.5,500.0,100.0,500.0,0.92,54.31,80.84,82.88,65.5,True,65.19,24.04
limassol,cyprus,791.93,42.15,37.86,15.81,63.22,1.58,2.11,3.16,3.24,5.27,1573.19,Cyprus University of Technology,Software Development,Bachelor,4.0,7500.0,62.8,550.0,100.0,500.0,0.92,57.71,77.56,80.67,68.03,True,50.34,22.21
nicosia,cyprus,635.41,42.15,31.45,13.7,52.69,2.11,1.32,4.21,3.36,5.27,1449.65,University of Cyprus,Data Science,Master,2.0,8000.0,65.4,600.0,100.0,500.0,0.92,60.97,74.05,84.08,68.51,True,43.83,21.28
paphos,cyprus,737.62,42.15,34.54,12.64,42.15,1.58,1.05,2.74,3.16,5.22,1229.87,Neapolis University,Data Science,Bachelor,3.0,7400.0,58.5,450.0,100.0,500.0,0.92,,,84.0,74.68,True,59.98,18.96
brno,czech republic,689.25,23.79,22.65,7.79,34.61,1.08,1.3,1.95,2.53,5.75,1436.06,No University Listed,,,,,,,,,,44.59,75.09,89.13,78.76,True,48.0,12.48
ceske budejovice,czech republic,543.62,17.3,21.63,6.92,30.28,0.87,1.21,1.95,2.34,5.08,1261.71,No University Listed,,,,,,,,,,,,91.88,81.03,True,43.09,11.0
hradec kralove,czech republic,656.09,19.03,18.6,6.49,34.61,1.3,1.58,1.84,2.62,5.62,1372.26,No University Listed,,,,,,,,,,,,90.59,77.23,True,47.81,11.71
olomouc,czech republic,551.55,15.14,19.47,6.49,36.77,0.78,1.08,1.73,2.01,5.8,1312.9,No University Listed,,,,,,,,,,41.27,79.2,92.37,81.81,True,42.01,10.06
ostrava,czech republic,493.87,21.63,18.17,7.79,34.61,1.08,1.3,1.73,2.44,5.62,1327.12,No University Listed,,,,,,,,,,40.55,84.1,91.15,79.4,True,37.21,12.39
pardubice,czech republic,461.42,21.2,18.88,5.62,30.28,0.78,1.08,2.01,1.73,5.56,1225.66,No University Listed,,,,,,,,,,,,91.51,83.12,True,37.65,8.91
plzen,czech republic,496.44,22.49,24.6,8.33,34.17,0.87,1.25,1.84,2.56,5.62,1431.37,No University Listed,,,,,,,,,,,,90.92,79.67,True,34.68,12.63
prague,czech republic,547.58,23.79,22.72,8.65,43.26,1.38,1.21,2.16,2.79,6.01,1349.69,Charles University,Medicine,Bachelor,3.0,9800.0,54.6,650.0,100.0,400.0,22.5,48.02,77.71,84.33,76.04,True,40.57,14.2
aalborg,denmark,757.36,56.7,31.72,18.43,92.14,3.4,2.34,7.09,4.81,7.8,3448.13,Aalborg University,Computer Science,Bachelor,3.0,0.0,69.8,900.0,120.0,450.0,6.92,82.21,113.36,86.82,47.59,True,21.96,30.04
aalborg,denmark,757.36,56.7,31.72,18.43,92.14,3.4,2.34,7.09,4.81,7.8,3448.13,Aalborg University,Software Engineering,Master,2.0,8400.0,75.1,1000.0,110.0,600.0,0.15,82.21,113.36,80.71,47.59,False,21.96,30.04
aalborg,denmark,757.36,56.7,31.72,18.43,92.14,3.4,2.34,7.09,4.81,7.8,3448.13,Aalborg University,Energy Engineering,Bachelor,3.0,0.0,71.5,1000.0,450.0,800.0,7.45,82.21,113.36,86.82,47.59,False,21.96,30.04
aarhus,denmark,1064.15,56.7,30.56,21.26,92.14,3.26,1.42,7.8,5.61,8.86,3458.74,Aarhus University,Data Science,Master,2.0,8600.0,77.4,1200.0,110.0,600.0,0.15,,,79.02,46.99,True,30.77,33.39
aarhus,denmark,1064.15,56.7,30.56,21.26,92.14,3.26,1.42,7.8,5.61,8.86,3458.74,Aarhus University,Data Analytics,Master,2.0,0.0,76.5,1200.0,450.0,800.0,7.45,,,85.28,46.99,False,30.77,33.39
copenhagen,denmark,1765.18,73.71,37.29,19.85,113.4,3.4,2.27,7.09,5.99,8.51,3670.25,University of Copenhagen,Bioinformatics,Master,2.0,0.0,73.4,1300.0,120.0,450.0,6.92,87.91,114.05,78.86,41.53,True,48.09,32.64
copenhagen,denmark,1765.18,73.71,37.29,19.85,113.4,3.4,2.27,7.09,5.99,8.51,3670.25,University of Copenhagen,Computer Science,Master,2.0,8800.0,83.2,1500.0,110.0,600.0,0.15,87.91,114.05,72.45,41.53,False,48.09,32.64
copenhagen,denmark,1765.18,73.71,37.29,19.85,113.4,3.4,2.27,7.09,5.99,8.51,3670.25,University of Copenhagen,Physics,PhD,4.0,0.0,82.1,1500.0,450.0,800.0,7.45,87.91,114.05,78.86,41.53,False,48.09,32.64
odense,denmark,885.24,70.88,33.65,21.26,113.4,3.4,2.2,6.8,5.83,8.65,3458.74,University of Southern Denmark,Biotechnology,Master,2.0,0.0,73.2,1100.0,450.0,800.0,7.45,84.09,114.26,83.77,42.55,True,25.59,33.89
vejle,denmark,726.48,56.7,36.6,17.01,85.05,3.4,2.84,7.44,6.02,7.8,3503.62,No University Listed,,,,,,,,,,,,80.46,42.81,True,20.74,29.83
santo domingo,dominican republic,907.76,91.41,46.85,9.14,36.56,0.64,3.11,2.74,2.23,4.59,459.84,INTEC,Computer Engineering,Bachelor,4.0,6000.0,42.5,350.0,100.0,300.0,56.8,45.88,32.05,75.8,74.39,True,197.41,12.65
cuenca,ecuador,407.92,25.0,36.78,3.5,33.5,0.35,1.65,2.5,2.25,6.0,474.38,Universidad de Cuenca,Information Systems,Master,2.0,7200.0,42.5,320.0,100.0,300.0,1.0,36.13,44.63,88.72,79.66,True,85.99,6.45
guayaquil,ecuador,362.11,16.2,40.75,2.65,40.0,0.3,2.5,2.0,2.33,5.5,607.5,ESPOL,Software Development,PhD,4.0,7800.0,43.2,350.0,100.0,300.0,1.0,47.21,35.23,90.01,77.09,True,59.61,5.58
quito,ecuador,445.83,20.87,37.62,3.75,42.5,0.35,1.5,2.5,2.53,5.5,462.19,Universidad San Francisco,Computer Science,Master,2.0,8500.0,45.8,400.0,100.0,300.0,1.0,49.42,40.02,88.29,78.56,True,96.46,6.98
alexandria,egypt,142.44,9.77,12.1,4.07,16.28,0.2,0.2,2.03,1.39,1.95,163.76,Alexandria University,Software Engineering,Master,2.0,2200.0,30.5,200.0,100.0,200.0,30.9,23.92,23.06,96.28,92.04,True,86.98,5.86
cairo,egypt,196.83,13.23,16.37,4.07,20.35,0.28,0.14,1.63,1.75,2.03,200.4,American University in Cairo,Computer Engineering,Bachelor,4.0,19800.0,38.4,450.0,130.0,350.0,30.9,25.68,26.31,82.61,91.01,True,98.22,6.38
cairo,egypt,196.83,13.23,16.37,4.07,20.35,0.28,0.14,1.63,1.75,2.03,200.4,Cairo University,Computer Engineering,Bachelor,4.0,2500.0,31.8,250.0,100.0,200.0,30.9,25.68,26.31,95.2,91.01,False,98.22,6.38
giza,egypt,118.53,12.21,14.19,4.07,10.17,0.2,0.2,0.94,1.24,1.87,171.51,Ain Shams University,Data Science,PhD,4.0,2400.0,31.2,220.0,100.0,200.0,30.9,,,95.84,94.75,True,69.11,5.71
tanta,egypt,156.01,1.02,9.77,4.07,14.24,0.12,0.2,1.22,1.15,2.03,171.51,No University Listed,,,,,,,,,,,,98.96,94.28,True,90.96,5.46
tallinn,estonia,700.34,31.61,27.23,13.7,63.22,1.58,0.84,5.27,3.47,5.32,1423.7,No University Listed,,,,,,,,,,55.23,74.16,87.05,68.43,True,49.19,20.33
tartu,estonia,463.65,23.71,27.58,10.54,63.22,1.05,0.63,4.21,3.11,4.87,1270.7,No University Listed,,,,,,,,,,49.65,83.33,90.85,73.3,True,36.49,15.75
addis ababa,ethiopia,466.89,12.0,202.38,7.66,30.0,0.3,0.4,0.75,0.72,4.0,194.78,No University Listed,,,,,,,,,,49.96,11.84,93.81,92.17,True,239.7,8.98
suva,fiji,563.67,36.21,26.61,3.64,34.16,0.46,0.57,2.73,2.7,7.29,1597.77,No University Listed,,,,,,,,,,,,86.91,80.38,True,35.28,7.26
espoo,finland,1162.22,65.33,16.17,13.17,105.37,2.95,1.58,8.43,4.58,10.54,3024.95,Aalto University,Computer Engineering,Bachelor,3.0,0.0,77.8,1000.0,350.0,650.0,0.92,73.78,121.22,83.32,47.0,True,38.42,23.65
helsinki,finland,1044.71,68.49,22.85,13.7,84.3,2.95,1.37,7.38,4.31,10.06,2874.65,University of Helsinki,Computer Science,Bachelor,3.0,0.0,70.2,1100.0,120.0,400.0,0.92,80.6,108.83,83.37,52.61,True,36.34,23.91
helsinki,finland,1044.71,68.49,22.85,13.7,84.3,2.95,1.37,7.38,4.31,10.06,2874.65,University of Helsinki,Data Science,Master,2.0,0.0,79.4,1200.0,350.0,650.0,0.92,80.6,108.83,83.37,52.61,False,36.34,23.91
jyvaskyla,finland,716.55,56.9,21.05,13.17,75.34,3.16,1.57,5.8,3.95,9.38,2571.14,No University Listed,,,,,,,,,,,,80.49,56.07,True,27.87,23.44
oulu,finland,704.08,55.32,25.4,12.64,65.33,3.69,1.69,6.85,4.48,10.01,2560.21,University of Oulu,Computer Science,PhD,4.0,0.0,70.2,800.0,350.0,650.0,0.92,,,87.32,52.05,True,27.5,24.5
tampere,finland,804.36,59.01,22.8,13.17,84.3,2.85,1.63,6.32,3.95,9.69,2550.2,Tampere University,Software Engineering,Master,2.0,0.0,72.1,900.0,350.0,650.0,0.92,79.04,114.89,86.19,54.79,True,31.54,22.82
turku,finland,731.14,57.96,20.61,13.17,105.37,3.16,2.11,6.85,3.64,9.48,2669.49,University of Turku,Bioinformatics,Master,2.0,0.0,71.8,850.0,350.0,650.0,0.92,70.13,126.99,86.74,50.27,True,27.39,23.13
aix-en-provence,france,940.17,54.79,32.49,15.81,73.76,1.58,1.81,6.32,3.56,10.54,2560.6,No University Listed,,,,,,,,,,,,79.34,59.55,True,36.72,22.53
annecy,france,889.1,31.61,31.61,15.81,126.45,1.58,2.07,9.48,3.54,10.54,2581.68,No University Listed,,,,,,,,,,,,85.63,48.29,True,34.44,22.51
antibes,france,771.87,40.83,29.32,15.81,63.22,1.58,2.19,6.32,3.34,10.54,2909.51,No University Listed,,,,,,,,,,,,84.16,60.2,True,26.53,22.31
bordeaux,france,803.48,42.26,36.88,15.81,65.86,1.79,1.75,5.8,4.29,10.54,2484.38,University of Bordeaux,Information Systems,Master,2.0,4200.0,67.8,850.0,99.0,650.0,0.92,76.31,83.45,85.98,58.68,True,32.34,23.68
bordeaux,france,803.48,42.26,36.88,15.81,65.86,1.79,1.75,5.8,4.29,10.54,2484.38,University of Bordeaux,Data Analytics,Master,2.0,4300.0,72.1,1000.0,99.0,850.0,0.92,76.31,83.45,85.91,58.68,False,32.34,23.68
bordeaux,france,803.48,42.26,36.88,15.81,65.86,1.79,1.75,5.8,4.29,10.54,2484.38,University of Bordeaux,Information Systems,PhD,4.0,4300.0,72.1,1000.0,99.0,850.0,0.92,76.31,83.45,85.91,58.68,False,32.34,23.68
grenoble,france,626.39,63.22,33.95,14.23,52.69,1.79,1.96,5.53,2.95,10.54,2688.66,Grenoble INP,Artificial Intelligence,Master,2.0,4500.0,66.4,800.0,99.0,650.0,0.92,78.43,108.39,83.09,63.81,True,23.3,20.76
grenoble,france,626.39,63.22,33.95,14.23,52.69,1.79,1.96,5.53,2.95,10.54,2688.66,Grenoble INP,Data Science,Master,2.0,4100.0,71.5,1100.0,99.0,850.0,0.92,78.43,108.39,83.39,63.81,False,23.3,20.76
lille,france,790.31,63.22,32.01,14.75,52.69,1.84,2.0,6.32,3.06,10.54,2678.23,Université de Lille,Software Development,Bachelor,3.0,3800.0,65.5,750.0,99.0,650.0,0.92,67.73,97.87,82.78,62.13,True,29.51,21.49
lille,france,790.31,63.22,32.01,14.75,52.69,1.84,2.0,6.32,3.06,10.54,2678.23,University of Lille,Data Analytics,PhD,4.0,4200.0,69.8,950.0,99.0,850.0,0.92,67.73,97.87,82.49,62.13,False,29.51,21.49
lille,france,790.31,63.22,32.01,14.75,52.69,1.84,2.0,6.32,3.06,10.54,2678.23,University of Lille,Computer Science,Bachelor,3.0,4200.0,69.8,950.0,99.0,850.0,0.92,67.73,97.87,82.49,62.13,False,29.51,21.49
lyon,france,837.07,69.76,38.89,15.81,63.22,2.0,1.63,6.85,2.95,11.06,2714.26,École Normale Supérieure Lyon,Data Science,Master,2.0,4800.0,68.5,850.0,99.0,650.0,0.92,78.0,96.07,80.71,60.95,True,30.84,22.76
lyon,france,837.07,69.76,38.89,15.81,63.22,2.0,1.63,6.85,2.95,11.06,2714.26,University of Lyon,Data Science,Master,2.0,4200.0,75.6,1200.0,99.0,850.0,0.92,78.0,96.07,81.14,60.95,False,30.84,22.76
lyon,france,837.07,69.76,38.89,15.81,63.22,2.0,1.63,6.85,2.95,11.06,2714.26,École Normale Supérieure,Computer Engineering,Master,2.0,4200.0,75.6,1200.0,99.0,850.0,0.92,78.0,96.07,81.14,60.95,False,30.84,22.76
marseille,france,715.23,52.69,31.76,15.81,63.22,2.0,1.81,5.27,2.77,10.54,2596.01,Aix-Marseille University,Artificial Intelligence,Master,2.0,4100.0,73.5,1100.0,99.0,850.0,0.92,64.64,92.65,84.73,63.39,True,27.55,22.58
montpellier,france,744.56,31.61,36.88,15.81,63.22,1.69,1.49,5.53,2.83,10.54,2993.62,University of Montpellier,Data Engineering,Master,2.0,4100.0,65.9,750.0,99.0,650.0,0.92,74.08,94.37,88.16,64.71,True,24.87,22.02
nantes,france,614.94,57.96,33.87,15.81,63.22,1.79,0.86,5.8,2.7,10.75,2272.58,No University Listed,,,,,,,,,,72.37,104.62,80.98,66.33,True,27.06,22.09
nice,france,922.36,44.4,33.72,15.81,76.4,1.58,2.19,8.43,3.91,11.12,2457.4,Université Nice Sophia Antipolis,Computer Engineering,Bachelor,3.0,3900.0,69.2,900.0,99.0,650.0,0.92,75.84,112.81,85.24,53.75,True,37.53,22.88
nice,france,922.36,44.4,33.72,15.81,76.4,1.58,2.19,8.43,3.91,11.12,2457.4,University of Nice,Computer Science,Master,2.0,4100.0,76.5,1300.0,99.0,850.0,0.92,75.84,112.81,85.09,53.75,False,37.53,22.88
nice,france,922.36,44.4,33.72,15.81,76.4,1.58,2.19,8.43,3.91,11.12,2457.4,University of Nice,Data Science,Master,2.0,4100.0,76.5,1300.0,99.0,850.0,0.92,75.84,112.81,85.09,53.75,False,37.53,22.88
paris,france,796.9,79.03,31.36,15.81,63.22,2.0,1.92,7.38,3.89,11.06,2752.34,Sorbonne University,International Relations,Master,2.0,4500.0,74.6,1400.0,99.0,650.0,0.92,84.68,95.38,76.69,56.55,True,28.95,23.7
paris,france,796.9,79.03,31.36,15.81,63.22,2.0,1.92,7.38,3.89,11.06,2752.34,École Polytechnique,Computer Science,Master,2.0,15600.0,74.6,1500.0,99.0,650.0,0.92,84.68,95.38,68.61,56.55,False,28.95,23.7
paris,france,796.9,79.03,31.36,15.81,63.22,2.0,1.92,7.38,3.89,11.06,2752.34,Sorbonne University,Data Analytics,Master,2.0,4500.0,84.3,1800.0,99.0,850.0,0.92,84.68,95.38,76.69,56.55,False,28.95,23.7
paris,france,796.9,79.03,31.36,15.81,63.22,2.0,1.92,7.38,3.89,11.06,2752.34,Sorbonne University,Computer Science,Master,2.0,4500.0,84.3,1800.0,99.0,850.0,0.92,84.68,95.38,76.69,56.55,False,28.95,23.7
strasbourg,france,737.62,55.85,36.75,15.81,63.22,1.9,0.79,6.32,3.27,10.54,2699.09,University of Strasbourg,Digital Systems,Bachelor,3.0,3900.0,66.2,800.0,99.0,650.0,0.92,75.47,100.44,84.22,63.98,True,27.33,22.88
strasbourg,france,737.62,55.85,36.75,15.81,63.22,1.9,0.79,6.32,3.27,10.54,2699.09,University of Strasbourg,Computer Science,Master,2.0,4000.0,70.2,1000.0,99.0,850.0,0.92,75.47,100.44,84.15,63.98,False,27.33,22.88
strasbourg,france,737.62,55.85,36.75,15.81,63.22,1.9,0.79,6.32,3.27,10.54,2699.09,University of Strasbourg,Data Analytics,Master,2.0,4000.0,70.2,1000.0,99.0,850.0,0.92,75.47,100.44,84.15,63.98,False,27.33,22.88
toulouse,france,704.25,56.9,32.9,15.81,63.22,1.79,2.11,6.32,2.81,10.75,2773.46,INSA Toulouse,Software Engineering,Bachelor,3.0,4200.0,65.8,750.0,99.0,650.0,0.92,76.3,105.57,84.0,61.31,True,25.39,22.2
toulouse,france,704.25,56.9,32.9,15.81,63.22,1.79,2.11,6.32,2.81,10.75,2773.46,University of Toulouse,Computer Science,Bachelor,3.0,4000.0,71.2,900.0,99.0,850.0,0.92,76.3,105.57,84.14,61.31,False,25.39,22.2
toulouse,france,704.25,56.9,32.9,15.81,63.22,1.79,2.11,6.32,2.81,10.75,2773.46,INSA Toulouse,Data Engineering,PhD,4.0,4300.0,72.1,1000.0,99.0,850.0,0.92,76.3,105.57,83.92,61.31,False,25.39,22.2
batumi,georgia,557.4,7.39,16.11,7.39,25.88,0.11,0.37,1.11,2.13,2.68,445.84,No University Listed,,,,,,,,,,,,94.3,89.36,True,125.02,9.74
tbilisi,georgia,797.36,14.79,20.48,10.17,36.97,0.37,0.74,1.85,2.6,2.96,477.11,No University Listed,,,,,,,,,,30.22,39.57,90.61,83.65,True,167.12,13.51
aachen,germany,641.56,73.76,31.17,10.54,52.69,3.06,2.0,3.69,2.93,8.01,2824.1,RWTH Aachen,Computer Engineering,Bachelor,3.0,500.0,66.4,700.0,75.0,550.0,0.92,67.33,134.85,84.14,64.25,True,22.72,19.59
aachen,germany,641.56,73.76,31.17,10.54,52.69,3.06,2.0,3.69,2.93,8.01,2824.1,RWTH Aachen,Computer Science,Bachelor,3.0,0.0,68.9,1000.0,110.0,900.0,0.92,67.33,134.85,84.5,64.25,False,22.72,19.59
aachen,germany,641.56,73.76,31.17,10.54,52.69,3.06,2.0,3.69,2.93,8.01,2824.1,RWTH Aachen,Materials Science,Master,2.0,0.0,68.9,1000.0,110.0,900.0,0.92,67.33,134.85,84.5,64.25,False,22.72,19.59
augsburg,germany,890.41,64.02,34.39,12.64,63.22,3.37,1.9,3.37,3.06,7.38,2271.06,No University Listed,,,,,,,,,,,,77.36,62.93,True,39.21,22.44
berlin,germany,1321.9,89.57,40.24,12.64,63.22,3.16,2.27,4.21,3.37,8.43,3158.05,Free University of Berlin,International Business,Bachelor,3.0,0.0,65.2,900.0,75.0,550.0,0.92,67.75,112.36,78.39,59.67,True,41.86,22.33
berlin,germany,1321.9,89.57,40.24,12.64,63.22,3.16,2.27,4.21,3.37,8.43,3158.05,Humboldt University,Computer Science,Bachelor,3.0,0.0,68.9,950.0,110.0,900.0,0.92,67.75,112.36,78.39,59.67,False,41.86,22.33
berlin,germany,1321.9,89.57,40.24,12.64,63.22,3.16,2.27,4.21,3.37,8.43,3158.05,Technical University Berlin,Mechanical Engineering,Master,2.0,0.0,68.9,1100.0,110.0,900.0,0.92,67.75,112.36,78.39,59.67,False,41.86,22.33
bielefeld,germany,590.1,94.84,30.73,10.54,47.42,2.95,2.11,4.21,3.34,7.38,2502.64,No University Listed,,,,,,,,,,,,71.77,63.24,True,23.58,19.78
